staging_id,company_name,priority_tracks,evidence_url,evidence_date,close_date,activity_state,application_signal,review_state,last_reviewed,notes
RP-0454,上海密涅瓦企业管理有限公司,electronic_information_technology,https://job.xidian.edu.cn/job/view/id/1517957,unknown,rolling,active_explicit,university_only,internship_evidence_checked,2026-07-26,硬件工程实习岗位当前可申请但企业主体与实际用工项目仍需复核
RP-0455,上海金矢机器人科技有限公司,electronic_information_technology,https://job.xidian.edu.cn/job/view/id/1487768,unknown,unknown,active_needs_recheck,university_only,internship_evidence_checked,2026-07-26,关联职位列出康复机器人应用开发实习与机器人项目管理助理但目标岗位详情需逐条确认
RP-0456,北京清大科越股份有限公司,product_operations|electronic_information_technology,https://job.xidian.edu.cn/job/view/id/1518764,unknown,rolling,active_explicit,university_only,internship_evidence_checked,2026-07-26,当前实习岗位覆盖AI算法软件开发测试运维与分析方向
RP-0457,丽声助听器（福州）有限公司,electronic_information_technology,https://job.xidian.edu.cn/job/view/id/1519922,unknown,rolling,active_explicit,university_only,internship_evidence_checked,2026-07-26,音频算法与嵌入式算法实习岗位当前可申请
RP-0458,招商银行股份有限公司,product_operations,https://job.xidian.edu.cn/job/view/id/1519387,unknown,unknown,expired,university_only,rejected_expired,2026-07-26,AI产品经理实习岗位证据明确但高校页面已标记过期
RP-0459,西安亚购信息科技有限公司,product_operations,https://job.xidian.edu.cn/job/view/id/1519343,unknown,unknown,expired,university_only,rejected_expired,2026-07-26,电商运营实习岗位证据明确但高校页面已标记过期
RP-0460,上海迈睿晟智营销服务有限公司,electronic_information_technology,https://job.xidian.edu.cn/job/view/id/1519845,unknown,rolling,active_explicit,university_only,internship_evidence_checked,2026-07-26,数据分析留用型实习岗位当前可申请
RP-0461,因诺（上海）资产管理有限公司,electronic_information_technology,https://job.xidian.edu.cn/job/view/id/1514293,unknown,unknown,expired,university_only,rejected_expired,2026-07-26,量化投资实习岗位证据明确但高校页面已标记过期
RP-0462,厦门瑞为信息技术有限公司,product_operations|electronic_information_technology,https://career.cuhk.edu.cn/job/view/id/467567,2026-03-23,2026-03-27,expired,university_only,rejected_expired,2026-07-26,招聘会页面明确视觉算法与产品相关实习方向但本批次已结束
RP-0463,深圳得理科技有限公司,electronic_information_technology,https://career.cuhk.edu.cn/attachment/careercuhk/ueditor/file/20241105/8829_%E3%80%90%E5%BE%97%E7%90%86%E7%A7%91%E6%8A%80%E3%80%91%E6%8B%9B%E8%81%98%E7%AE%80%E7%AB%A0.pdf,2024-11-05,unknown,expired,university_only,rejected_expired,2026-07-26,NLP算法实习岗位原始招聘简章明确但证据已超过一年仅作为历史供给
RP-0464,深圳市道通科技股份有限公司,electronic_information_technology,https://career.cuhk.edu.cn/job/view/id/468487,2026-06-18,2026-07-10,expired,company_email,rejected_expired,2026-07-26,机器人运动控制与VLA模型研究暑期实习明确且投递邮箱属于企业域名但批次已结束
RP-0465,华芯巨数（杭州）微电子有限公司,electronic_information_technology,https://job.hust.edu.cn/zpinfo1/2126895.htm,2024-05-20,unknown,expired,company_email,rejected_expired,2026-07-26,算法软件测试数字后端和产品应用实习岗位及企业邮箱明确但证据已超过两年
RP-0466,武汉光谷创新投资有限公司,other,https://job.hust.edu.cn/zpinfo3/2406395.htm,2026-06-18,rolling,active_explicit,company_email,application_chain_checked,2026-07-26,投资岗实习长期有效且企业域名邮箱可核验但不归入两个优先方向
RP-0467,凝动万生医疗科技（武汉）有限公司,product_operations,https://job.hust.edu.cn/zpinfo1/2359641.htm,2025-11-04,unknown,active_needs_recheck,university_only,internship_evidence_checked,2026-07-26,实习产品经理职责包含调研需求文档原型与数据反馈但当前开放状态需复核
RP-0468,华工科技产业股份有限公司,electronic_information_technology,https://job.hust.edu.cn/extxjh/901756804820390.do,unknown,unknown,active_needs_recheck,company_email,internship_evidence_checked,2026-07-26,招聘页列出AI算法软件硬件电子工程及实习生岗位但需确认哪些技术岗位仍接受实习投递
RP-0469,中电福富信息科技有限公司,product_operations|electronic_information_technology,https://job.hust.edu.cn/zpinfo3/2403616.htm,2026-06-08,unknown,active_needs_recheck,university_only,internship_evidence_checked,2026-07-26,2027届实习覆盖AI产品经理渠道运营算法与多类开发岗位但公众号网申入口需人工确认
RP-0470,北京城建设计发展集团股份有限公司,other,https://job.hust.edu.cn/zpinfo3/2406140.htm,2026-06-16,unknown,active_needs_recheck,official_url,internship_evidence_checked,2026-07-26,2026实习生招聘及企业官网人才入口明确但职位方向需逐条展开
RP-0471,中国电建集团贵阳勘测设计研究院有限公司,other,https://job.hust.edu.cn/zpinfo3/2405822.htm,2026-06-12,unknown,active_needs_recheck,university_only,internship_evidence_checked,2026-07-26,2026实习生招募明确但当前职位和申请入口需逐条核验
RP-0472,财通证券股份有限公司,other,https://career.cuhk.edu.cn/job/view/id/468776,2026-07-15,2026-07-20,expired,company_email,rejected_expired,2026-07-26,研究助理与机构销售暑期实习明确且企业域名邮箱可核验但批次已结束
RP-0473,深圳市天使投资引导基金管理有限公司,product_operations,https://career.cuhk.edu.cn/job/view/id/468743,2026-07-08,2026-07-15,expired,company_email,rejected_expired,2026-07-26,孵化器运营企业服务与活动实习职责明确但批次已结束
RP-0474,中信证券股份有限公司上海分公司,product_operations,https://career.cuhk.edu.cn/job/view/id/468515,2026-06-22,2026-08-28,active_explicit,official_url,application_chain_checked,2026-07-26,暑期实习当前开放且页面给出中信证券官方招聘官网申请路径
RP-0475,中德证券有限责任公司,other,https://job.xidian.edu.cn/job/view/id/1518952,unknown,unknown,expired,university_only,rejected_expired,2026-07-26,长期实习招聘证据明确但高校页面已标记过期且具体技术岗位需复核
RP-0476,北斗天地股份有限公司,other,https://job.xidian.edu.cn/job/view/id/1519711,unknown,rolling,active_explicit,university_only,internship_evidence_checked,2026-07-26,当前人力资源实习岗位可申请但不因企业行业归入电子信息技术方向
RP-0477,华陆工程科技有限责任公司,electronic_information_technology,https://job.hust.edu.cn/zpinfo3/2400655.htm,2026-05-27,unknown,active_needs_recheck,university_only,internship_evidence_checked,2026-07-26,暑期实习明确包含计算机人工智能与网络安全方向但当前申请入口需复核
RP-0478,海信集团控股股份有限公司,product_operations|electronic_information_technology,https://job.hust.edu.cn/zpinfo3/2391271.htm,2026-04-02,unknown,active_needs_recheck,university_only,internship_evidence_checked,2026-07-26,年度实习招聘覆盖技术产品与市场体系但需进入岗位清单逐条确认当前供给
RP-0479,群核科技（杭州）股份有限公司,product_operations|electronic_information_technology,https://job.hust.edu.cn/zpinfo1/2382846.htm,2026-03-04,2026-05-31,expired,university_only,rejected_expired,2026-07-26,星核实习计划明确科研算法研发与AI产品经理方向但本批次网申已截止
RP-0480,广东智能无人系统研究院（南沙）,electronic_information_technology,https://job.hust.edu.cn/zpinfo1/2379532.htm,2026-02-06,unknown,active_needs_recheck,company_email,application_chain_checked,2026-07-26,实习岗位明确包含计算机软件电子信息嵌入式与图像信号处理且邮箱属于官方研究院域名
RP-0481,深圳拍客科技文化有限公司,product_operations,https://career.cuhk.edu.cn/job/view/id/468635,2026-06-30,2026-07-17,expired,university_only,rejected_expired,2026-07-26,电商运营实习岗位明确但批次已结束且图像型JD需后续人工转录
RP-0482,KK集团,product_operations,https://career.cuhk.edu.cn/job/view/id/468570,2026-06-25,2026-07-11,expired,university_only,rejected_expired,2026-07-26,新媒体运营与媒介实习岗位明确但批次已结束且企业主体需进一步核验
RP-0483,创金合信基金管理有限公司,product_operations,https://career.cuhk.edu.cn/job/view/id/468619,2026-06-29,2026-07-10,expired,university_only,rejected_expired,2026-07-26,网金运营实习与研究实习明确但批次已结束
RP-0484,深圳资产管理有限公司,other,https://career.cuhk.edu.cn/en/job/view/id/468422,2026-06-15,2026-10-31,active_explicit,university_only,internship_evidence_checked,2026-07-26,当前实习招聘开放并明确轮岗辅助工作但不归入两个优先方向
RP-0485,中兴微电子技术有限公司,electronic_information_technology,https://career.cuhk.edu.cn/job/search?city=&d_category=&d_industry=&d_skill=90&domain=careercuhk&nature=&page=19&title=&title_type=1,2026-06-15,2026-07-10,expired,university_only,rejected_expired,2026-07-26,高校检索页确认2026实习招聘但批次已结束且岗位级页面需补录
RP-0486,矽递科技股份有限公司,product_operations|electronic_information_technology,https://career.cuhk.edu.cn/job/view/id/465493,2025-06-12,2025-07-11,expired,official_url,rejected_expired,2026-07-26,历史实习明确包含海外市场运营应用开发与海外技术支持并给出企业招聘官网
RP-0487,深圳智法数科科技有限公司,product_operations|electronic_information_technology,https://career.cuhk.edu.cn/job/view/id/465496,2025-06-12,2025-07-11,expired,company_email,rejected_expired,2026-07-26,历史实习明确包含产品运营AI算法和产品经理且企业域名邮箱可核验
RP-0488,深圳市锐明技术股份有限公司,electronic_information_technology,https://career.cuhk.edu.cn/job/view/id/465508,2025-06-12,2025-07-31,expired,university_only,rejected_expired,2026-07-26,历史星火实习计划明确但原文指向认证公众号且批次已结束
RP-0489,深圳市人工智能与机器人研究院,electronic_information_technology,https://career.cuhk.edu.cn/job/view/id/468461,2026-06-17,2026-06-30,expired,official_url,rejected_expired,2026-07-26,研究院实习招聘提供官方招聘域名但批次已结束
RP-0490,众安在线财产保险股份有限公司,other,https://career.cuhk.edu.cn/job/view/id/468471,2026-06-17,2026-07-29,active_needs_recheck,university_only,internship_evidence_checked,2026-07-26,27届实习当前仍在申请期但需展开岗位清单后才能归入优先方向
RP-0491,北京阶跃星辰智能科技有限公司,electronic_information_technology,https://career.cuhk.edu.cn/job/view/id/468472,2026-06-17,2026-07-17,expired,university_only,rejected_expired,2026-07-26,AI企业实习招聘证据明确但批次已结束
RP-0492,星展科技产业（中国）有限公司,electronic_information_technology,https://career.cuhk.edu.cn/job/view/id/468474,2026-06-17,2026-07-17,expired,university_only,rejected_expired,2026-07-26,技术实习生项目明确但批次已结束且PDF岗位清单需后续解析
RP-0493,粤港澳大湾区数字经济研究院（福田）,electronic_information_technology,https://career.cuhk.edu.cn/job/view/id/468475,2026-06-17,2026-06-30,expired,university_only,rejected_expired,2026-07-26,研究院实习岗位证据明确但批次已结束且短链申请入口不进入自动导入
RP-0494,深圳市速腾聚创科技有限公司,electronic_information_technology,https://career.cuhk.edu.cn/job/view/id/468478,2026-06-17,2026-07-10,expired,university_only,rejected_expired,2026-07-26,研发技术族实习岗位明确但批次已结束
RP-0495,深圳市辛恩励科技有限公司,product_operations,https://career.cuhk.edu.cn/job/view/id/468431,2026-06-16,2026-06-30,expired,university_only,rejected_expired,2026-07-26,电商运营实习岗位明确但批次已结束
RP-0496,深圳三二数字内容有限公司,other,https://career.cuhk.edu.cn/job/view/id/465495,2025-06-12,2025-07-04,expired,unknown,rejected_expired,2026-07-26,历史页面只确认AIGC人才社区实习招募且以公众号为主不能作为当前导入来源
RP-0497,深圳市领智寻知科技有限公司,other,https://career.cuhk.edu.cn/job/view/id/465498,2025-06-12,2025-07-11,expired,university_only,rejected_expired,2026-07-26,UIUX设计实习岗位证据明确但批次已结束且不归入两个优先方向
RP-0498,深圳市法本信息技术股份有限公司,other,https://career.cuhk.edu.cn/job/view/id/465500,2025-06-12,2025-07-11,expired,university_only,rejected_expired,2026-07-26,员工关系实习岗位证据明确但批次已结束且不因企业行业归入电子信息方向
RP-0499,上海它石智航技术有限公司,electronic_information_technology,https://career.cuhk.edu.cn/job/view/id/468500,2026-06-22,2026-06-30,expired,university_only,rejected_expired,2026-07-26,AI Agent开发与机器人算法实习岗位明确但批次已结束
RP-0500,上海高毅资产管理合伙企业（有限合伙）,product_operations,https://career.cuhk.edu.cn/job/view/id/468463,2026-06-17,2026-07-20,expired,university_only,rejected_expired,2026-07-26,品牌运营支持实习岗位明确但批次已结束
