staging_id,company_name,priority_tracks,evidence_url,evidence_date,close_date,activity_state,application_signal,review_state,last_reviewed,notes
EP-0543,平安科技（深圳）有限公司,electronic_information_technology,https://career.cuhk.edu.cn/job/view/id/468407,2026-06-12,2026-07-10,expired,official_url,rejected_expired,2026-07-26,2026实习生招聘提供平安官方岗位入口但本批次已截止
EP-0544,恒丰银行股份有限公司,product_operations|electronic_information_technology,https://job.hust.edu.cn/zpinfo1/2407050.htm,2026-06-22,2026-07-31,active_explicit,company_email,internship_evidence_checked,2026-07-26,暑期实习仍在有效期并覆盖金融科技与业务支持但需确认企业邮箱申请边界
EP-0545,深圳市鲸驰寰宇科技有限公司,electronic_information_technology,https://career.cuhk.edu.cn/en/job/view/id/466931,2025-12-22,2028-01-01,active_explicit,company_email,internship_evidence_checked,2026-07-26,量化研究实习当前有效并明确Python机器学习和高频策略要求且使用企业官网同域邮箱
EP-0546,东风商用车有限公司,electronic_information_technology,https://job.hust.edu.cn/zpinfo3/2403631.htm,2026-06-09,unknown,active_needs_recheck,university_only,needs_current_recheck,2026-07-26,实习计划明确面向电气人工智能自动化和软件方向但没有可核验截止与官方投递入口
EP-0547,平安金融壹账通,product_operations|electronic_information_technology,https://career.cuhk.edu.cn/job/view/id/468406,2026-06-12,2026-07-10,expired,official_url_and_email,rejected_expired,2026-07-26,AI算法与运营实习明确且提供平安官方岗位链接和企业域名邮箱但本批次已截止
EP-0548,万联证券股份有限公司,other,https://career.cuhk.edu.cn/job/view/id/468555,2026-06-24,2026-07-15,expired,university_only,rejected_expired,2026-07-26,证券研究和业务实习有岗位级证据但本批次已截止
EP-0549,西部证券股份有限公司,other,https://career.cuhk.edu.cn/job/view/id/468645,2026-07-01,2026-07-12,expired,university_only,rejected_expired,2026-07-26,证券研究和业务实习有岗位级证据但本批次已截止
EP-0550,北京神谷文化传播有限公司,product_operations,https://career.cuhk.edu.cn/job/view/id/467659,2026-03-26,2028-06-30,active_explicit,company_email,internship_evidence_checked,2026-07-26,AE实习当前有效并明确覆盖品牌策划社交内容项目执行和竞品分析且使用企业域名邮箱
EP-0551,深圳蓝色光标互动营销有限公司,product_operations,https://career.cuhk.edu.cn/job/view/id/468551,2026-06-24,2026-07-04,expired,university_only,rejected_expired,2026-07-26,客户执行和营销运营实习岗位明确但本批次已截止
EP-0552,五矿证券研究所,electronic_information_technology,https://career.cuhk.edu.cn/job/view/id/468448,2026-06-17,unknown,expired,university_only,rejected_expired,2026-07-26,电子与先进制造行业研究实习有岗位级证据但页面已结束
EP-0553,深圳市创客工场科技有限公司,product_operations,https://career.cuhk.edu.cn/job/view/id/468319,2026-06-05,2026-07-03,expired,company_email,rejected_expired,2026-07-26,东南亚整合营销实习明确覆盖用户调研社群运营KOL管理和数据复盘且使用企业域名邮箱但已截止
EP-0554,度小满科技（北京）有限公司,electronic_information_technology,https://career.cuhk.edu.cn/job/view/id/468423,2026-06-12,2026-07-17,expired,university_only,rejected_expired,2026-07-26,AI实习项目有岗位级证据但本批次已截止且官方申请入口需复核
EP-0555,中国诚通香港有限公司,product_operations,https://career.cuhk.edu.cn/job/view/id/468405,2026-06-11,2026-06-30,expired,university_only,rejected_expired,2026-07-26,法律与业务支持实习有岗位级证据但本批次已截止
EP-0556,中国太平洋人寿保险股份有限公司深圳分公司,product_operations,https://career.cuhk.edu.cn/job/view/id/468347,2026-06-05,2026-07-01,expired,university_only,rejected_expired,2026-07-26,保险业务和运营实习有岗位级证据但本批次已截止
EP-0557,前海仁智资本管理（深圳）有限公司,electronic_information_technology,https://career.cuhk.edu.cn/job/view/id/467911,2026-04-17,2026-07-29,active_explicit,university_only,internship_evidence_checked,2026-07-26,产业研究实习仍在有效期且覆盖科技赛道但企业官方申请入口需复核
EP-0558,强脑科技,product_operations|electronic_information_technology,https://career.cuhk.edu.cn/job/view/id/468501,2026-06-18,2026-07-15,expired,university_only,rejected_expired,2026-07-26,脑机接口产品和研发实习有岗位级证据但本批次已截止
EP-0559,图拉斯,product_operations|electronic_information_technology,https://career.cuhk.edu.cn/job/view/id/468626,2026-07-01,2026-07-17,expired,university_only,rejected_expired,2026-07-26,消费电子产品与运营实习有岗位级证据但本批次已截止
EP-0560,途游游戏,product_operations|electronic_information_technology,https://career.cuhk.edu.cn/job/view/id/468676,2026-07-03,2026-07-24,expired,university_only,rejected_expired,2026-07-26,游戏产品运营和研发实习有岗位级证据但复核日前已截止
EP-0561,东正光电,product_operations|electronic_information_technology,https://career.cuhk.edu.cn/job/view/id/468556,2026-06-24,2026-06-30,expired,university_only,rejected_expired,2026-07-26,新媒体和人力实习以及光电业务线索明确但本批次已截止
EP-0562,ZURU,product_operations,https://career.cuhk.edu.cn/job/view/id/468587,2026-06-26,2026-07-11,expired,official_url,rejected_expired,2026-07-26,供应计划和商业运营实习明确并提供官方Hotjob入口但本批次已截止
EP-0563,前海兴邦金融租赁有限责任公司,product_operations,https://career.cuhk.edu.cn/job/view/id/468442,2026-06-16,unknown,expired,university_only,rejected_expired,2026-07-26,业务与运营支持实习有岗位级证据但页面已结束且官方入口待复核
EP-0564,华润置地,product_operations|electronic_information_technology,https://career.cuhk.edu.cn/job/view/id/468435,2026-06-15,unknown,expired,university_only,rejected_expired,2026-07-26,商业运营数字化和项目实习有岗位级证据但页面批次已结束
EP-0565,中联基金,other,https://career.cuhk.edu.cn/job/view/id/468392,2026-06-11,2026-06-30,expired,university_only,rejected_expired,2026-07-26,2026暑期实习计划有岗位级证据但本批次已截止且公众号申请链待复核
EP-0566,深圳市松禾资本管理有限公司,electronic_information_technology,https://career.cuhk.edu.cn/job/view/id/468404,2026-06-12,unknown,expired,university_only,rejected_expired,2026-07-26,科技投资研究实习有岗位级证据但页面已结束且当前官方申请入口待复核
EP-0567,深圳市谷雨视听科技有限公司,product_operations,https://career.cuhk.edu.cn/job/view/id/468538,2026-06-22,2026-07-12,expired,university_only,rejected_expired,2026-07-26,直播内容与运营实习岗位明确但本批次已截止
EP-0568,SKT思珂特教育,product_operations,https://career.cuhk.edu.cn/job/view/id/468505,2026-06-18,2026-07-31,active_explicit,university_only,internship_evidence_checked,2026-07-31,教育产品与项目运营实习仍在有效期但企业官方申请入口需复核；2026-07-31批次07-03自审PAUSE：原页仅以图片承载岗位内容且无法确定解析完整职责和任职要求；未形成官方招聘申请链；官网及合格官方材料未披露明确人数；仅确认截止当日页面可读且不假设2026-08-01仍有效
EP-0569,南方报业传媒集团,product_operations|electronic_information_technology,https://career.cuhk.edu.cn/job/view/id/468507,2026-06-18,2026-12-31,active_explicit,university_only,internship_evidence_checked,2026-07-26,内容产品运营和融媒体技术实习长期有效但企业官方申请链需复核
EP-0570,香港科技大学（广州）,product_operations,https://career.cuhk.edu.cn/job/view/id/468509,2026-06-18,2026-07-10,expired,university_only,rejected_expired,2026-07-26,人力资源运营实习岗位明确但本批次已截止
EP-0571,深圳裕锦私募证券基金管理有限公司,electronic_information_technology,https://career.cuhk.edu.cn/job/view/id/464359,2026-06-11,2026-12-31,active_explicit,university_only,internship_evidence_checked,2026-07-26,量化与研究暑期实习仍在有效期但企业官方申请入口需复核
EP-0572,华润深国投信托有限公司,product_operations|electronic_information_technology,https://career.cuhk.edu.cn/job/view/id/468386,2026-06-10,unknown,expired,university_only,rejected_expired,2026-07-26,金融科技与业务运营实习有岗位级证据但页面已结束
EP-0573,上海诚奇私募基金管理有限公司,product_operations,https://career.cuhk.edu.cn/job/view/id/468353,2026-06-05,2026-06-30,expired,university_only,rejected_expired,2026-07-26,市场和机构运营实习岗位明确但本批次已截止
EP-0574,凯石基金管理有限公司,product_operations,https://career.cuhk.edu.cn/job/view/id/468354,2026-06-05,unknown,expired,university_only,rejected_expired,2026-07-26,基金产品与运营实习有岗位级证据但页面已结束
EP-0575,深圳红筹投资有限公司,electronic_information_technology,https://career.cuhk.edu.cn/attachment/careercuhk/ueditor/file/20260401/6516_%E7%BA%A2%E7%AD%B9%E6%8A%95%E8%B5%84-%E8%AF%9A%E8%81%98.pdf,2026-04-01,unknown,active_needs_recheck,university_only,needs_current_recheck,2026-07-26,行业研究实习附件明确覆盖科技赛道但当前状态和企业官方申请链需复核
EP-0576,深圳市恒晖公益基金会,product_operations,https://career.cuhk.edu.cn/job/view/id/468495,2026-06-18,2026-06-30,expired,university_only,rejected_expired,2026-07-26,公益项目运营实习有岗位级证据但本批次已截止且公众号申请链待复核
EP-0577,深圳市蛇口社区基金会,product_operations,https://career.cuhk.edu.cn/job/view/id/468496,2026-06-18,unknown,expired,university_only,rejected_expired,2026-07-26,社区项目运营实习有岗位级证据但页面已结束且申请链需复核
EP-0578,深圳市红树林湿地保护基金会,product_operations,https://career.cuhk.edu.cn/job/view/id/468497,2026-06-18,unknown,expired,university_only,rejected_expired,2026-07-26,公益筹资与传播运营实习有岗位级证据但页面已结束
EP-0579,深圳市城市公共安全技术研究院,electronic_information_technology,https://career.cuhk.edu.cn/job/view/id/468459,2026-06-16,unknown,expired,university_only,rejected_expired,2026-07-26,公共安全技术暑期实习有岗位级证据但页面已结束且官方入口待复核
EP-0580,创瓴资本,electronic_information_technology,https://career.cuhk.edu.cn/job/view/id/468460,2026-06-16,unknown,expired,university_only,rejected_expired,2026-07-26,科技投资研究实习有岗位级证据但页面已结束
EP-0581,名创优品,product_operations,https://career.cuhk.edu.cn/job/view/id/468432,2026-06-15,unknown,expired,university_only,rejected_expired,2026-07-26,零售商品和业务运营实习有岗位级证据但页面已结束且官方入口待复核
EP-0582,上海隼瞻科技有限公司,electronic_information_technology,https://career.cuhk.edu.cn/job/view/id/468445,2026-06-16,unknown,expired,university_only,rejected_expired,2026-07-26,芯片和嵌入式技术实习有岗位级证据但页面已结束
EP-0583,深圳汉莎技术有限公司,electronic_information_technology,https://career.cuhk.edu.cn/job/view/id/468446,2026-06-16,unknown,expired,university_only,rejected_expired,2026-07-26,航空工程和信息技术实习有岗位级证据但页面已结束
EP-0584,乾象投资,electronic_information_technology,https://career.cuhk.edu.cn/job/view/id/467331,2026-06-12,2026-07-01,expired,university_only,rejected_expired,2026-07-26,量化研究训练营式实习有岗位级证据但本批次已截止且需审查非岗位项目边界
EP-0585,Shopee,product_operations|electronic_information_technology,https://career.cuhk.edu.cn/job/view/id/468401,2026-06-11,2026-06-30,expired,university_only,rejected_expired,2026-07-26,跨境电商产品运营和技术实习项目有岗位级证据但本批次已截止
EP-0586,厦门象屿股份有限公司,product_operations,https://career.cuhk.edu.cn/job/view/id/468420,2026-06-12,unknown,expired,university_only,rejected_expired,2026-07-26,供应链与业务运营实习有岗位级证据但页面已结束
EP-0587,深圳市凯丰投资管理有限公司,electronic_information_technology,https://career.cuhk.edu.cn/job/view/id/468456,2026-06-16,2026-08-01,active_explicit,university_only,internship_evidence_checked,2026-07-26,量化研究和数据分析实习仍在有效期但企业官方申请入口需复核
EP-0588,国策投资,electronic_information_technology,https://career.cuhk.edu.cn/job/view/id/468549,2026-06-24,2026-07-08,expired,university_only,rejected_expired,2026-07-26,硬科技和半导体投资研究暑期实习有岗位附件证据但本批次已截止
EP-0589,GE医疗,electronic_information_technology,https://career.cuhk.edu.cn/job/view/id/467234,2026-03-10,2026-05-29,expired,university_only,rejected_expired,2026-07-26,2027届医疗技术暑期实习项目有岗位级证据但本批次已截止且公众号申请链待复核
EP-0590,镭射沃集团,electronic_information_technology,https://career.cuhk.edu.cn/job/view/id/465358,2025-05-30,2025-07-31,expired,company_email,rejected_expired,2026-07-26,IT实习明确涉及ERP维护和软件测试且使用企业域名邮箱但属于历史批次
EP-0591,雅诗兰黛中国,product_operations,https://career.cuhk.edu.cn/en/job/view/id/468416,2026-06-12,2026-06-27,expired,university_only,rejected_expired,2026-07-26,全球采购暑期实习补招有岗位级证据但本批次已截止
EP-0592,中量投资产管理有限公司,electronic_information_technology,https://career.cuhk.edu.cn/en/job/view/id/467319,2026-06-11,2026-06-30,expired,company_email,rejected_expired,2026-07-26,量化研究实习明确要求Python和策略回测且使用企业域名邮箱但页面批次已截止
EP-0593,卡夫亨氏中国,product_operations,https://career.cuhk.edu.cn/en/job/view/id/468383,2026-06-11,2026-06-21,expired,university_only,rejected_expired,2026-07-26,HRBP和财务实习有岗位级证据但本批次已截止
EP-0594,得物,product_operations|electronic_information_technology,https://career.cuhk.edu.cn/job/view/id/468390,2026-06-11,2026-07-10,expired,official_url,rejected_expired,2026-07-26,暑期实习明确覆盖研发算法产品和电商中台并提供企业招聘域名链接但本批次已截止
EP-0595,TenX AI与绰瑞资产,electronic_information_technology,https://career.cuhk.edu.cn/job/view/id/468394,2026-06-11,2026-06-30,expired,university_only,rejected_expired,2026-07-26,27届AI与量化暑期实习有岗位附件证据但本批次已截止
EP-0596,招商局金融科技有限公司,other,https://career.cuhk.edu.cn/job/view/id/468397,2026-06-11,2026-07-10,expired,university_only,rejected_expired,2026-07-26,校园招聘页面明确存在财务实习岗位但本批次已截止且不因企业名称推断技术方向
EP-0597,清科集团,other,https://career.cuhk.edu.cn/job/view/id/466244,2025-09-17,2025-10-31,expired,company_email,rejected_expired,2026-07-26,咨询顾问实习有岗位级证据并使用企业域名邮箱但属于历史批次
EP-0598,达能中国,product_operations,https://career.cuhk.edu.cn/job/view/id/468364,2026-06-10,2026-06-14,expired,university_only,rejected_expired,2026-07-26,战略商业实习有岗位级证据但本批次已截止且官方投递入口待复核
EP-0599,迪卡侬中国,product_operations|electronic_information_technology,https://recruitment.decathlon.com.cn/p/campus.html,2026-07-26,unknown,active_explicit,official_url,internship_evidence_checked,2026-07-26,官方校园页明确实习生招聘持续进行并覆盖电商运营设计智能制造和数字化方向
EP-0600,宁波海拓物产,product_operations,https://career.cuhk.edu.cn/en/job/view/id/468523,2026-06-23,2026-07-05,expired,university_only,rejected_expired,2026-07-26,供应链与贸易实习有岗位级附件证据但本批次已截止且官方申请入口待复核
