candidate_id,company_name,industry_group,evidence_source,evidence_url,evidence_date,close_date,internship_signal,application_signal,importability,company_scale,review_state,last_reviewed,notes
ICU-0021,上海津洋航运,logistics,university,https://career.nankai.edu.cn/correcruit/content/id/116208.html,2026-07-22,unknown,active_explicit,company_email,candidate,unknown,application_chain_checked,2026-07-26,航运业务实习且有企业域名邮箱
ICU-0022,神策数据,enterprise_software,company_official,https://www.sensorsdata.cn/about/joinus.html,2026-07-22,rolling,active_explicit,unknown,not_ready,unknown,internship_evidence_checked,2026-07-26,官方页显示实习但投递按钮目标待核验
ICU-0023,授客AI,ai_software,company_official,https://www.soke.cn/careers,2026-07-22,rolling,active_explicit,unknown,not_ready,unknown,internship_evidence_checked,2026-07-26,官方页显示数据分析实习但申请目标待核验
ICU-0024,爱波瑞,consulting,university,https://career.nankai.edu.cn/correcruit/content/id/116211.html,2026-07-03,unknown,active_needs_recheck,unknown,not_ready,unknown,internship_evidence_checked,2026-07-26,实习培养留用项目但缺企业申请入口
ICU-0025,觉物科技,ai_software,university,https://career.cuhk.edu.cn/job/view/id/468734,2026-07-22,2026-07-26,active_needs_recheck,unknown,not_ready,unknown,internship_evidence_checked,2026-07-26,当天截止且岗位明细在附件
ICU-0026,雅可比机器人,ai_robotics,university,https://career.cuhk.edu.cn/job/view/id/468819,2026-07-22,2026-07-26,active_needs_recheck,unknown,not_ready,unknown,internship_evidence_checked,2026-07-26,当天截止且申请入口待核验
ICU-0027,麦高证券,finance,university,https://career.cuhk.edu.cn/job/view/id/468857,2026-07-22,2026-08-02,active_explicit,unknown,not_ready,unknown,internship_evidence_checked,2026-07-26,附件岗位表和企业投递入口待核验
ICU-0028,玄元私募,finance,university,https://career.cuhk.edu.cn/job/view/id/468827,2026-07-22,2026-07-31,active_explicit,unknown,not_ready,unknown,internship_evidence_checked,2026-07-26,缺企业申请页或企业域名邮箱
ICU-0029,波克科技,gaming,university,https://career.cuhk.edu.cn/job/view/id/468697,2026-07-22,2026-07-24,expired,unknown,rejected,unknown,rejected_expired,2026-07-26,截止日期已过
ICU-0030,沐瞳科技,gaming,university,https://career.cuhk.edu.cn/job/view/id/468675,2026-07-22,2026-07-31,active_explicit,unknown,not_ready,unknown,internship_evidence_checked,2026-07-26,缺企业官方申请目标和岗位原句
ICU-0031,龙岗数据集团,digital_infrastructure,university,https://career.cuhk.edu.cn/job/view/id/468659,2026-07-22,2026-07-31,active_explicit,unknown,not_ready,unknown,internship_evidence_checked,2026-07-26,仅有公众号原文且企业申请入口待核验
ICU-0032,MetaApp,gaming,university,https://career.cuhk.edu.cn/job/view/id/468653,2026-07-22,2026-07-24,expired,unknown,rejected,unknown,rejected_expired,2026-07-26,截止日期已过
ICU-0033,中国标准药物集团,biotechnology,university,https://career.cuhk.edu.cn/job/search?d_category=102&domain=careercuhk&page=3,2026-07-22,2026-07-24,expired,unknown,rejected,unknown,rejected_expired,2026-07-26,截止日期已过
ICU-0034,安博电子亚洲,electronics,university,https://career.cuhk.edu.cn/job/view/id/468704,2026-07-22,2027-07-31,active_explicit,unknown,not_ready,unknown,internship_evidence_checked,2026-07-26,销售实习但企业申请入口待核验
ICU-0035,今日投资数据科技,finance_technology,university,https://career.cuhk.edu.cn/job/view/id/467797,2026-07-22,2026-12-31,active_explicit,unknown,not_ready,unknown,internship_evidence_checked,2026-07-26,量化研究实习但企业申请入口待核验
ICU-0036,珠海横乐医疗,medical_device,university,https://career.cuhk.edu.cn/job/search/d_category/102,2026-07-22,2026-08-14,active_explicit,unknown,not_ready,unknown,internship_evidence_checked,2026-07-26,算法实习详情和企业申请入口待核验
ICU-0037,中庚基金,finance,university,https://career.cuhk.edu.cn/job/search,2026-07-24,unknown,active_needs_recheck,unknown,not_ready,unknown,discovered,2026-07-26,实习列表命中但需打开详情核验
ICU-0038,恒越基金,finance,university,https://career.cuhk.edu.cn/job/search,2026-07-24,unknown,active_needs_recheck,unknown,not_ready,unknown,discovered,2026-07-26,实习列表命中但需打开详情核验
ICU-0039,永赢基金,finance,university,https://career.cuhk.edu.cn/job/search,2026-07-24,unknown,active_needs_recheck,unknown,not_ready,unknown,discovered,2026-07-26,实习列表命中但需打开详情核验
ICU-0040,深圳市光明科学城产业发展集团,public_industry_service,university,https://career.cuhk.edu.cn/job/search,2026-07-24,unknown,active_needs_recheck,unknown,not_ready,unknown,discovered,2026-07-26,实习列表命中但需打开详情核验
ICU-0041,辉瑞中国,biotechnology,university,https://career.cuhk.edu.cn/job/search,2026-07-24,unknown,active_needs_recheck,unknown,not_ready,unknown,discovered,2026-07-26,AI项目实习列表命中
ICU-0042,浦银安盛基金,finance,university,https://career.cuhk.edu.cn/job/search,2026-07-24,unknown,active_needs_recheck,unknown,not_ready,unknown,discovered,2026-07-26,实习列表命中但需打开详情核验
ICU-0043,野生蓓妮,consumer,university,https://career.cuhk.edu.cn/job/search,2026-07-24,unknown,active_needs_recheck,unknown,not_ready,unknown,discovered,2026-07-26,实习列表命中但主体和申请链待查
ICU-0044,上银基金,finance,university,https://career.cuhk.edu.cn/job/search,2026-07-24,unknown,active_needs_recheck,unknown,not_ready,unknown,discovered,2026-07-26,实习列表命中但需打开详情核验
ICU-0045,博时基金,finance,university,https://career.cuhk.edu.cn/job/search,2026-07-24,unknown,active_needs_recheck,unknown,not_ready,unknown,discovered,2026-07-26,实习列表命中但需确认岗位和官方入口
ICU-0046,首创证券,finance,university,https://career.cuhk.edu.cn/job/search?domain=careercuhk&page=2,2026-07-24,unknown,active_needs_recheck,unknown,not_ready,unknown,discovered,2026-07-26,实习列表命中但需打开详情核验
ICU-0047,众和证券,finance,university,https://career.cuhk.edu.cn/job/search?domain=careercuhk&page=2,2026-07-24,unknown,active_needs_recheck,unknown,not_ready,unknown,discovered,2026-07-26,实习列表命中但需核验主体和投递链
ICU-0048,鹏华基金,finance,university,https://career.cuhk.edu.cn/job/search?domain=careercuhk&page=2,2026-07-24,unknown,active_needs_recheck,unknown,not_ready,unknown,discovered,2026-07-26,实习列表命中但需打开详情核验
ICU-0049,BIC EURONOVA,consulting,university,https://career.cuhk.edu.cn/job/search?domain=careercuhk&page=2,2026-07-24,unknown,active_needs_recheck,unknown,not_ready,unknown,discovered,2026-07-26,实习列表命中但企业主体和申请链待查
ICU-0050,摩根士丹利,finance,university,https://career.cuhk.edu.cn/job/search?domain=careercuhk&page=2,2026-07-24,unknown,active_needs_recheck,unknown,not_ready,unknown,discovered,2026-07-26,实习列表命中但需核验中国大陆岗位和官方入口
ICU-0051,汇丰银行,finance,university,https://career.cuhk.edu.cn/job/search?domain=careercuhk&page=2,2026-07-24,unknown,active_needs_recheck,unknown,not_ready,unknown,discovered,2026-07-26,实习列表命中但需核验中国大陆岗位和官方入口
ICU-0052,凯辉基金,finance,university,https://career.cuhk.edu.cn/job/search?domain=careercuhk&page=3,2026-07-24,unknown,active_needs_recheck,unknown,not_ready,unknown,discovered,2026-07-26,实习列表命中但需打开详情核验
ICU-0053,兴证全球基金,finance,university,https://career.cuhk.edu.cn/job/search?domain=careercuhk&page=3,2026-07-24,unknown,active_needs_recheck,unknown,not_ready,unknown,discovered,2026-07-26,实习列表命中但需打开详情核验
ICU-0054,华创证券研究所,finance,university,https://career.cuhk.edu.cn/job/search?domain=careercuhk&page=3,2026-07-24,unknown,active_needs_recheck,unknown,not_ready,unknown,discovered,2026-07-26,实习列表命中但需核验主体和申请链
ICU-0055,国泰基金,finance,university,https://career.cuhk.edu.cn/job/search?domain=careercuhk&page=3,2026-07-24,unknown,active_needs_recheck,unknown,not_ready,unknown,discovered,2026-07-26,实习列表命中但需打开详情核验
ICU-0056,广电运通,intelligent_manufacturing,university,https://career.cuhk.edu.cn/job/search?domain=careercuhk&page=3,2026-07-24,2026-07-26,active_needs_recheck,unknown,not_ready,unknown,discovered,2026-07-26,当天截止需确认仍可投递
ICU-0057,快手,internet,university,https://career.cuhk.edu.cn/job/search?domain=careercuhk&page=2,2026-07-24,unknown,non_job_program,unknown,rejected,unknown,rejected_non_job,2026-07-26,命中内容为校园大使而非实习岗位
ICU-0058,安克创新,consumer_electronics,university,https://career.cuhk.edu.cn/job/search?domain=careercuhk&page=2,2026-07-24,unknown,non_job_program,unknown,rejected,unknown,rejected_non_job,2026-07-26,本次命中为校园能量官而非实习岗位
ICU-0059,泰达建设集团,real_estate,university,https://jdjyw.jlu.edu.cn/portal/recruit/list?type=3,2026-07-26,unknown,active_needs_recheck,unknown,not_ready,unknown,discovered,2026-07-26,吉林大学实习列表命中
ICU-0060,一汽资本,finance,university,https://jdjyw.jlu.edu.cn/portal/recruit/list?type=3,2026-07-26,unknown,active_needs_recheck,unknown,not_ready,unknown,discovered,2026-07-26,吉林大学实习列表命中
ICU-0061,保利发展海南,real_estate,university,https://jdjyw.jlu.edu.cn/portal/recruit/list?type=3,2026-07-26,unknown,active_needs_recheck,unknown,not_ready,unknown,discovered,2026-07-26,吉林大学实习列表命中
ICU-0062,Ratingdog,finance_technology,university,https://jdjyw.jlu.edu.cn/portal/recruit/list?type=3,2026-07-26,unknown,active_needs_recheck,unknown,not_ready,unknown,discovered,2026-07-26,吉林大学实习列表命中且主体需核验
ICU-0063,小红书,internet,university,https://jdjyw.jlu.edu.cn/portal/recruit/list?type=3,2026-07-26,unknown,active_needs_recheck,unknown,not_ready,unknown,discovered,2026-07-26,Product Engineer实习列表命中
ICU-0064,中冶焦耐,engineering_service,university,https://jdjyw.jlu.edu.cn/portal/recruit/list?type=3,2026-07-26,unknown,active_needs_recheck,unknown,not_ready,unknown,discovered,2026-07-26,吉林大学实习列表命中
ICU-0065,中国航发商发,intelligent_manufacturing,university,https://jdjyw.jlu.edu.cn/portal/recruit/details?id=e85e59f7df0c41ed9a32de174377f55b,2026-07-26,unknown,active_needs_recheck,unknown,not_ready,unknown,internship_evidence_checked,2026-07-26,高校详情有实习信号但申请链待核验
ICU-0066,邮储银行安徽省分行,finance,university,https://jdjyw.jlu.edu.cn/portal/recruit/list?type=3,2026-07-26,unknown,active_needs_recheck,unknown,not_ready,unknown,discovered,2026-07-26,吉林大学实习列表命中
ICU-0067,湖南省地质院,public_research,university,https://jdjyw.jlu.edu.cn/portal/recruit/list?type=3,2026-07-26,unknown,active_needs_recheck,unknown,not_ready,unknown,discovered,2026-07-26,吉林大学实习列表命中
ICU-0068,中国出口信用保险公司,finance,university,https://jdjyw.jlu.edu.cn/portal/recruit/list?type=3,2026-07-26,unknown,active_needs_recheck,unknown,not_ready,unknown,discovered,2026-07-26,吉林大学实习列表命中
ICU-0069,中信证券山东分公司,finance,university,https://jdjyw.jlu.edu.cn/portal/recruit/list?type=3,2026-07-26,unknown,active_needs_recheck,unknown,not_ready,unknown,discovered,2026-07-26,吉林大学实习列表命中
ICU-0070,大连商品交易所,finance,university,https://jdjyw.jlu.edu.cn/portal/recruit/list?type=3,2026-07-26,unknown,active_needs_recheck,unknown,not_ready,unknown,discovered,2026-07-26,吉林大学实习列表命中
ICU-0071,中国农业银行大连市分行,finance,university,https://jdjyw.jlu.edu.cn/portal/recruit/list?type=3,2026-07-26,unknown,active_needs_recheck,unknown,not_ready,unknown,discovered,2026-07-26,吉林大学实习列表命中
ICU-0072,中国农业银行河南省分行,finance,university,https://jdjyw.jlu.edu.cn/portal/recruit/list?type=3,2026-07-26,unknown,active_needs_recheck,unknown,not_ready,unknown,discovered,2026-07-26,吉林大学实习列表命中
ICU-0073,国投证券,finance,university,https://jdjyw.jlu.edu.cn/portal/recruit/list?type=3,2026-07-26,unknown,active_needs_recheck,unknown,not_ready,unknown,discovered,2026-07-26,吉林大学实习列表命中
ICU-0074,深圳燃气,energy_utility,university,https://jdjyw.jlu.edu.cn/portal/recruit/list?type=3,2026-07-26,unknown,active_needs_recheck,unknown,not_ready,unknown,discovered,2026-07-26,吉林大学实习列表命中
ICU-0075,有道领世,education,university,https://jdjyw.jlu.edu.cn/portal/recruit/list?type=3,2026-07-26,unknown,active_needs_recheck,unknown,not_ready,unknown,discovered,2026-07-26,吉林大学实习列表命中
ICU-0076,中国电建贵阳院,engineering_service,university,https://jdjyw.jlu.edu.cn/portal/recruit/list?type=3,2026-07-26,unknown,active_needs_recheck,unknown,not_ready,unknown,discovered,2026-07-26,吉林大学实习列表命中
ICU-0077,中交一航院,engineering_service,university,https://jdjyw.jlu.edu.cn/portal/recruit/list?type=3,2026-07-26,unknown,active_needs_recheck,unknown,not_ready,unknown,discovered,2026-07-26,吉林大学实习列表命中
ICU-0078,中国期货市场监控中心,finance_technology,university,https://jdjyw.jlu.edu.cn/portal/recruit/list?type=3,2026-07-26,unknown,active_needs_recheck,unknown,not_ready,unknown,discovered,2026-07-26,吉林大学实习列表命中
ICU-0079,中国建设银行四川省分行,finance,university,https://jdjyw.jlu.edu.cn/portal/recruit/list?type=3,2026-07-26,unknown,active_needs_recheck,unknown,not_ready,unknown,discovered,2026-07-26,吉林大学实习列表命中
ICU-0080,小鹏汽车,intelligent_vehicle,university,https://jdjyw.jlu.edu.cn/portal/recruit/list?type=3,2026-07-26,unknown,active_needs_recheck,unknown,not_ready,unknown,discovered,2026-07-26,吉林大学实习列表命中
ICU-0081,中粮集团,consumer,university,https://jdjyw.jlu.edu.cn/mportal/recruit/details?id=065d87b375a0484bb953e3dbd4fcb451,2026-07-26,rolling,active_explicit,unknown,not_ready,unknown,internship_evidence_checked,2026-07-26,原文称长期开放但当前投递链接为非HTTPS需寻找合规入口
ICU-0082,现代汽车研发中心,intelligent_vehicle,university,https://jdjyw.jlu.edu.cn/portal/jyzp/recruit/details?id=77ca66fe3cc04e309bbc2ba463c658d0,2026-06-12,2026-06-12,expired,unknown,rejected,unknown,rejected_expired,2026-07-26,截止日期已过
ICU-0083,陕汽控股,intelligent_vehicle,university,https://jdjyw.jlu.edu.cn/portal/recruit/details?id=6f5afdebd9434a94bbda88715f43e7e0,2026-06-15,2026-06-15,expired,unknown,rejected,unknown,rejected_expired,2026-07-26,截止日期已过
ICU-0084,吉利控股,intelligent_vehicle,university,https://career.nankai.edu.cn/correcruit/index/type/2/sel_area/2/p/1.html,2026-07-26,unknown,active_needs_recheck,unknown,not_ready,unknown,discovered,2026-07-26,搜索命中但当前活动状态需重新核验
ICU-0085,潍柴动力,intelligent_manufacturing,university,https://career.nankai.edu.cn/correcruit/index/type/2/sel_area/2/p/1.html,2026-07-26,unknown,active_needs_recheck,unknown,not_ready,unknown,discovered,2026-07-26,2027届项目命中但需打开详情核验
ICU-0086,超聚变,digital_infrastructure,university,https://career.nankai.edu.cn/correcruit/index/type/2/sel_area/2/p/1.html,2026-07-26,unknown,active_needs_recheck,unknown,not_ready,unknown,discovered,2026-07-26,实习信号命中但岗位和投递链待核验
ICU-0087,中国移动,telecommunications,university,https://career.cuhk.edu.cn/job/search?domain=careercuhk&page=3,2026-07-24,2026-07-24,expired,unknown,rejected,unknown,rejected_expired,2026-07-26,本次发现岗位截止日期已过
ICU-0088,新东方,education,university,https://career.cuhk.edu.cn/job/search?domain=careercuhk&page=3,2026-07-24,2026-07-31,active_needs_recheck,unknown,not_ready,unknown,discovered,2026-07-26,实习列表命中且需核验岗位详情
ICU-0089,深圳华侨城欢乐港湾,culture_tourism,university,https://career.cuhk.edu.cn/job/search?domain=careercuhk&page=3,2026-07-24,2026-07-31,active_needs_recheck,unknown,not_ready,unknown,discovered,2026-07-26,实习列表命中且需核验官方申请链
ICU-0090,国家超级计算深圳中心,digital_infrastructure,university,https://career.cuhk.edu.cn/job/search?domain=careercuhk&page=3,2026-07-24,2026-07-24,expired,unknown,rejected,unknown,rejected_expired,2026-07-26,本次发现岗位截止日期已过
ICU-0091,阿里灵犀互娱,gaming,university,https://career.cuhk.edu.cn/job/search?domain=careercuhk&page=3,2026-07-24,2026-07-24,expired,unknown,rejected,unknown,rejected_expired,2026-07-26,本次发现岗位截止日期已过
ICU-0092,阅文集团,content_media,university,https://career.cuhk.edu.cn/job/search?domain=careercuhk&page=3,2026-07-24,2026-07-24,expired,unknown,rejected,unknown,rejected_expired,2026-07-26,本次发现岗位截止日期已过
ICU-0093,BIGO,internet,university,https://career.cuhk.edu.cn/job/search?domain=careercuhk&page=3,2026-07-24,2026-07-31,active_needs_recheck,unknown,not_ready,unknown,discovered,2026-07-26,实习列表命中且需核验官方申请链
ICU-0094,深圳安居集团,real_estate,university,https://career.cuhk.edu.cn/job/search?domain=careercuhk&page=3,2026-07-24,2026-07-31,active_needs_recheck,unknown,not_ready,unknown,discovered,2026-07-26,实习列表命中且需核验官方申请链
ICU-0095,乐高商贸深圳,consumer,university,https://career.cuhk.edu.cn/job/search?domain=careercuhk&page=3,2026-07-24,2026-07-31,active_needs_recheck,unknown,not_ready,unknown,discovered,2026-07-26,实习列表命中且需核验官方申请链
ICU-0096,点点互动,gaming,university,https://ejob.dhu.edu.cn/single/2026/03/12/2603121415084141168817122210141088310040.html,2026-03-12,2026-05-31,expired,unknown,rejected,unknown,rejected_expired,2026-07-26,本次发现批次已截止
ICU-0097,360集团,internet,university,https://ejob.dhu.edu.cn/single/2026/04/10/2604100847297507001720030219103058410002.html,2026-04-10,unknown,active_needs_recheck,unknown,not_ready,unknown,discovered,2026-07-26,有实习信号但需核验当前官方岗位页
ICU-0098,科大讯飞,ai_software,university,https://ejob.dhu.edu.cn/single/2026/03/26/2603261016457374200020030219103058410002.html,2026-03-26,unknown,active_needs_recheck,official_url,not_ready,unknown,application_chain_checked,2026-07-26,2027届实习且官方ATS已发现但需确认活动岗位
ICU-0099,UCloud优刻得,cloud_computing,university,https://career.nankai.edu.cn/correcruit/content/id/114423.html,2026-07-26,unknown,active_needs_recheck,unknown,not_ready,unknown,internship_evidence_checked,2026-07-26,后端实习信号命中且官方申请链待核验
ICU-0100,畅游,gaming,university,https://career.nankai.edu.cn/correcruit/content/id/113373.html,2026-07-26,unknown,active_needs_recheck,unknown,not_ready,unknown,internship_evidence_checked,2026-07-26,实习信号命中且需核验当前岗位和官方入口
ICU-0101,中国五环工程有限公司,engineering_service,university,https://www.career.zju.edu.cn/jyxt/sczp/zphgl/ckZphsqdw.zf?zphbh=4F118E352C76C13BE0653A68DD0E9B18,2026-05-07,unknown,discovery_only,unknown,not_ready,unknown,discovered,2026-07-26,参加实习生双选会但仍需逐岗位确认明确实习
ICU-0102,南京智达天街商业运营管理有限公司,commercial_property,university,https://www.career.zju.edu.cn/jyxt/sczp/zphgl/ckZphsqdw.zf?zphbh=4F118E352C76C13BE0653A68DD0E9B18,2026-05-07,unknown,discovery_only,unknown,not_ready,unknown,discovered,2026-07-26,参加实习生双选会但仍需逐岗位确认明确实习
ICU-0103,杭州润珹房地产开发有限公司,real_estate,university,https://www.career.zju.edu.cn/jyxt/sczp/zphgl/ckZphsqdw.zf?zphbh=4F118E352C76C13BE0653A68DD0E9B18,2026-05-07,unknown,discovery_only,unknown,not_ready,unknown,discovered,2026-07-26,参加实习生双选会但仍需逐岗位确认明确实习
ICU-0104,佳兆业文体产业杭州有限公司,culture_tourism,university,https://www.career.zju.edu.cn/jyxt/sczp/zphgl/ckZphdwXq.zf?dwxxid=JG1500053&zphbh=4F118E352C76C13BE0653A68DD0E9B18&zphsqbh=ce209b68f1ba76d91821de69709e31f4,2026-05-07,unknown,active_needs_recheck,university_only,not_ready,unknown,internship_evidence_checked,2026-07-26,详情显示财务实习但活动状态和官方申请链待查
ICU-0105,开源环境科技集团有限公司,environmental_service,university,https://www.career.zju.edu.cn/jyxt/sczp/zphgl/ckZphsqdw.zf?zphbh=4F118E352C76C13BE0653A68DD0E9B18,2026-05-07,unknown,discovery_only,unknown,not_ready,unknown,discovered,2026-07-26,参加实习生双选会但仍需逐岗位确认明确实习
ICU-0106,广州悦思维咨询有限公司,consulting,university,https://www.career.zju.edu.cn/jyxt/sczp/zphgl/ckZphsqdw.zf?zphbh=4F118E352C76C13BE0653A68DD0E9B18,2026-05-07,unknown,discovery_only,unknown,not_ready,unknown,discovered,2026-07-26,参加实习生双选会但仍需逐岗位确认明确实习
ICU-0107,杭州孔怀培训学校有限公司,education,university,https://www.career.zju.edu.cn/jyxt/sczp/zphgl/ckZphsqdw.zf?zphbh=4F118E352C76C13BE0653A68DD0E9B18,2026-05-07,unknown,discovery_only,unknown,not_ready,unknown,discovered,2026-07-26,参加实习生双选会但仍需逐岗位确认明确实习
ICU-0108,杭州东口教育科技有限责任公司,education,university,https://www.career.zju.edu.cn/jyxt/sczp/zphgl/ckZphsqdw.zf?zphbh=4F118E352C76C13BE0653A68DD0E9B18,2026-05-07,unknown,discovery_only,unknown,not_ready,unknown,discovered,2026-07-26,参加实习生双选会但仍需逐岗位确认明确实习
ICU-0109,乐清菁英文化传播有限公司,education,university,https://www.career.zju.edu.cn/jyxt/sczp/zphgl/ckZphsqdw.zf?zphbh=4F118E352C76C13BE0653A68DD0E9B18,2026-05-07,unknown,discovery_only,unknown,not_ready,unknown,discovered,2026-07-26,参加实习生双选会但仍需逐岗位确认明确实习
ICU-0110,瑞安市精英文化传播有限公司,education,university,https://www.career.zju.edu.cn/jyxt/sczp/zphgl/ckZphdwXq.zf?dwxxid=JG0000834&zphbh=4F118E352C76C13BE0653A68DD0E9B18&zphsqbh=af1b88e7b17316ab4cccba360fddd22f,2026-05-07,unknown,discovery_only,unknown,not_ready,unknown,discovered,2026-07-26,单位页当前仅见全职岗位故不能认定实习
ICU-0111,上海长宁区乐读线上教育培训学校,education,university,https://www.career.zju.edu.cn/jyxt/sczp/zphgl/ckZphsqdw.zf?zphbh=4F118E352C76C13BE0653A68DD0E9B18,2026-05-07,unknown,discovery_only,unknown,not_ready,unknown,discovered,2026-07-26,参加实习生双选会但仍需逐岗位确认明确实习
ICU-0112,浙江清北青少年科学教育实践有限公司,education,university,https://www.career.zju.edu.cn/jyxt/sczp/zphgl/ckZphsqdw.zf?zphbh=4F118E352C76C13BE0653A68DD0E9B18,2026-05-07,unknown,discovery_only,unknown,not_ready,unknown,discovered,2026-07-26,参加实习生双选会但仍需逐岗位确认明确实习
ICU-0113,浙江睿程教育科技有限公司,education,university,https://www.career.zju.edu.cn/jyxt/sczp/zphgl/ckZphsqdw.zf?zphbh=4F118E352C76C13BE0653A68DD0E9B18,2026-05-07,unknown,discovery_only,unknown,not_ready,unknown,discovered,2026-07-26,参加实习生双选会但仍需逐岗位确认明确实习
ICU-0114,浙江开课啦教育培训学校,education,university,https://www.career.zju.edu.cn/jyxt/sczp/zphgl/ckZphdwXq.zf?dwxxid=JG1437377&zphbh=4F118E352C76C13BE0653A68DD0E9B18&zphsqbh=4c8da1b3305ac452084f31c06630e2d7,2026-05-07,unknown,discovery_only,unknown,not_ready,unknown,discovered,2026-07-26,单位页当前仅见全职岗位故不能认定实习
ICU-0115,上海市滴水湖学校,education,university,https://www.career.zju.edu.cn/jyxt/sczp/zphgl/ckZphsqdw.zf?zphbh=4F118E352C76C13BE0653A68DD0E9B18,2026-05-07,unknown,discovery_only,unknown,not_ready,unknown,discovered,2026-07-26,参加实习生双选会但仍需逐岗位确认明确实习
